title,score,positive,negative,guestName,travellerType,room,nightsStay,date,country,countryCode,photos
Good,7,The service and the warm hospitality provided at the concierge is remarkable,"The service provided in the restaurant,  food quality and quantity can be improved",Eng,Family,Harbor Studio,2,"15, 2020",Singapore,sg,[List]
Conveniently Located Hotel in Town,7,Excellent location in town.  Near MRT lines and major shopping malls.,Cigarette smoke,Daniel,Solo traveler,Deluxe King or Twin Room,3,"8, 2020",Singapore,sg,[List]
we have upgraded our room to executive room and the stayed for a week,6,"housekeeping staff was absolutely fantastic, the room was sparkling clean at all times",there's really nothing much in the hotel except for one swimming pool. May be some spa and sauna would have been nice,So,Family,Deluxe King or Twin Room,5,"20, 2020",Australia,au,[List]
"Nice rooms. Shame about the racism, rudeness, hostility, indifference and violent behaviour.",4,"I came to the Pan Pacific 3 days after being in a car accident which took the life of a close relative. I suffered serious trauma to my face and head. I was  in Singapore to get medical clearance from a brain trauma expert to fly to my relative's funeral in Canada.
The early morning (6am) reception staff were OUTSTANDING . They allowed me to check in early and found me a room to allow me to be comfortable.","The staff at the lobby bar were not so good. Even though I had given my room number, and had left my laptop at the table, a (korean) staff member ran after me when I tried to go to the restroom. She accused me of trying to leave without paying , even though I was headed away from the exit . I don't know if it was my ethnicity (Indian) or the fact that I loooked like I had lost a boxing match, it was clear that she was only motivated my appearance. The aggressiveness of her behaviour suggested that she had been trained to behave in this manner towards people who looked like me.
Upon checkout,I once again experienced this contemptuous hostility with the lady at the reception. She kept cutting me off and raising her tone in a very dismissive manner. When She was tagging my baggage which I wanted to leave in storage for a few hours, she handed me my ticket. I waited to ensure that she put the other half of the ticket in my suitcase (I was going to take 3 flights in the next day and a half and did not want to risk any slip-ups with my left luggage). She stared at me pointedly with an expression of  irritation and literally ""shoo'ed"" me waving the back of my hand like one might do to an animal or a beggar on the street. Again this seemed to be normal behaviour to her, at least towards people who looked like me.
Finally when I came to pick up my bag, the porter said he could not find it and that I was not allowed to go inside to identify my bag. When I asked him what he proposed to about it he just shrugged.  When I entered the forbidden zone and pointed out my bags he slammed them into the taxi boot so violently and angrily that the driver came out to see if there was damage to the car!!
It's clear that at the Pan Pacific one is given treatment based one's appearance. If your can elicit pity or favourable racial/socio-economic bias, you will be treated kindly & respectfully.",Sandip,Solo traveler,Deluxe King or Twin Room,1,"9, 2020",Singapore,sg,[List]
"All other things (room, location hotel) was good. But had a bitter experience while checkin.",6,Breakfast was good,I didnt liked Checkin process. I have many time requested for early checkin as i was travelling with my infant baby. Even though my requested room was ready (which they gave to another person) and asked me to wait for 3~4 hours. After that they only offered another room with extra charge of SGD70 per day. Same way they have done with my 2 other friend's (since i booked total 3 rooms) with extra charge of SGD50 per day. Dont you think this is abnormal and they just want to make money?,Girish,Family,Special - Deluxe Balcony,2,"28, 2020",India,in,[List]
Good,7,,E lavatory terrible slow,Anne,Group,Pacific Club Room,2,"22, 2020",United States of America,us,[List]
We will not go there anymore,7,Location. Facilities are very good.,"We booked the hotel in March for a 5-day stay 10 months later. We were asked to provide arrival times at the airport, what we did. We then arrived at 9pm, as announced and had to learn that our room was not ready yet!!!!!!! We then were informed that they found a room which was ready. It was room #3209, the last room in a row, directly next to the staff/service elevator and staff facilities of that floor and therefore noisy. In addition, the room is probably the smallest of all rooms on the floor (ca. 1.5m shorter versus the other rooms on the floor...). Therefore, the bathroom was small for two people. In addition, the aircondition could not be turned down to acceptable blowing levels. We had to turn it off a lot to ""survive"" in the room. 
The hairdryer was not blowing hot air, only room temperature...
We mentioned all of this to the receiption and all we got was a ""sorry""...
The late check-out extension to 6pm (from 12 noon) did cost us S$ 200; a rip-off.",Beat,Couple,Deluxe King or Twin Room,5,"14, 2020",Switzerland,ch,[List]
Pleasant,6.7,Location and room size. Fast response on room service.,"There was an inconsistency of information given. The room was not thoroughly cleaned, there were buttons and leftovers below the tv console. This was a concern for me as I was with my toddler.",Nurul,Family,Special - Pacific City Suite,2,"14, 2020",Singapore,sg,[List]
Pleasant,6,"Good breakfast
Good location","Room needs update (5th floor)
Had to call reception twice to change towels as housekeeping didn’t show up after first call.",Lucia,Couple,Deluxe Double or Twin Room with Balcony,1,"11, 2020",Netherlands,nl,[List]
Not a bad hotel but far from the best,7,,the reception staff gave no information or help when asked directions the room was dusty floor in wc was stained with ??? the chamber maid did not replenish the empty toilet rolls one day and the bathroom was looking a little bit out of date,Tim,Couple,Pacific Club Room,4,"6, 2020",United Kingdom,gb,[List]
Fair,5,,The toilet was not clean it had faeces in the seat so we had to call them to send someone to come and clean it. Someone would wonder if they cleaned anything at all in that room.,Anastasios,Couple,Deluxe King or Twin Room,3,"4, 2020",United Kingdom,gb,[List]
Pleasant,6.2,Great location and clean and nice hotel,Service not up to expectations. Long waiting times at check in etc and mix up of food orders,Par,Family,Deluxe Double or Twin Room with Balcony,1,"4, 2020",Sweden,se,[List]
it was ok,7,location was very good. room was good size and clean. Friendly staff.,"rather sparse what was available in the room for a 5 star hotel. No coffee make, minimal number of instant coffee sachets. Sugar sachets were old so that the granules were stuck solid. TV with no streaming service.",Anton,Couple,Deluxe King or Twin Room,1,"12, 2022",Singapore,sg,[List]
Ok,4,Not nice at all,?,Pushpavalli,Couple,Deluxe Double or Twin Room with Balcony,1,"3, 2022",Singapore,sg,[List]
nice hotel but bad dine in service.,6,nice and clean,"late delivery on our dine in breakfast. only arrive 1 and half hour by the time it reaches our room we were serve with cold latte, cold waffles and bread basket.",Faridah,Couple,Deluxe Double or Twin Room with Balcony,1,"27, 2022",Singapore,sg,[List]
Good,7,Club lounge service is excellent. Staff and food both have exceed my expectations. Edge staffs also make my stay pleasant.,"This stay though exceeded my expectation but i am disappointed with the housekeeping dept. Both days I used the auto bot chat to request for items, no response,so I called up touch one service , yet both days i waited at least an hour to get the things I requested",Celeste,Group,Pacific Club Harbor Room,1,"27, 2022",Singapore,sg,[List]
Pleasant,6,Mattress are no good & breakfast average,Location,Babu,Couple,Deluxe King or Twin Room,1,"21, 2022",Singapore,sg,[List]
meh,5,location was central,checking in was a pain and the wait was like 5hrs before I got my room keys after checking in,Josh,Family,Deluxe King or Twin Room,3,"2, 2021",Singapore,sg,[List]
"Rebooked to Parkroyal by the hotel, but Parkroyal is awesome/ however, they forgot to clean",7,"Actually, they rebooked me to Parkroyal Collection Pickering. Hotel is incredibly awesome. Nice rooms, nice facilities and in one of the best spots of Singapore… easily walkable! Great Hawker Centre just by the hotel with awesome food and drinks.","However, the pool (in contrast to Pan Pacific) had no sun. Although I was on the VTL, they didn’t clean up my room for 5 days because they thought I‘d be on the SHN. I told to the receptionist but all I got was a letter that I needed to stay in the room. Next time, I bring towels with me to clean the bathroom on my own. The last day, they realized and cleaned up. But no other apologies… weird for such a hotel.",Sascha,Solo traveler,Deluxe King or Twin Room,7,"1, 2021",Germany,de,[List]
,6,,,Shirley,Family,Panoramic King or Twin Room,4,"17, 2021",Singapore,sg,[List]
Nice atmosphere,7,"Nice city view but too bad can smell someone smoking while standing at balcony.
Believe that I was given a smoking room.
We are happy to be served comfortablely during our check in and the concerige Ganesan
was approachable and respectful to elderly.
On our check out we don't even have to Q up cause there is an express check out box.","The electric water flask was dirty (unhygienic)
Hence we have to order coffee and tea from outside.
The fridge not really that clean even tho there is no minibar due to covid-19.
We have to spend sometime cleaning up before we put our cold beverages.",Angie,Family,Deluxe Double or Twin Room with Balcony,3,"23, 2021",Singapore,sg,[List]
Great location for a city vacation.,6,Pool was nice and room was spacious. Staff were very pleasant at checkin and checkout.,"- Room was not as cleaned as expected. We had asked for the sofabed to be made up. When we arrived, there was only one pillow on the sofabed and a pillow cover was flung on the dining table.
- Carpet on the room felt somewhat grimy and unclean
- The sun loungers by the pool smelt really bad, even with a towel on them. They should be deep cleaned.
- Room service menu was very limited.",Dimi,Family,City Suite,3,"17, 2021",Hong Kong,hk,[List]
Rest n Relax,5,Convenient access to shopping centres,"No good indication as to where to queue for checking in or checking out. No front desk staff to guide the crowd.
Staff at Edge not too helpful to satisfy guest request.",Rose,Family,Deluxe Double or Twin Room with Balcony,3,"12, 2021",Singapore,sg,[List]
Good,7,"All staffs were very friendly, would like to thank Amin for going extra miles to meet my needs. Wish to see more staff like Amin. (Room service i think)","I hope prebook stays can choose the room they want, not base on check in timing.",Chen,Couple,Deluxe King or Twin Room,1,"6, 2021",Singapore,sg,[List]
Disappointing,4,"Older hotel than expectation so facilities are old in room
Break",,Changgyu,Group,Deluxe King or Twin Room,6,"1, 2021",South Korea,kr,[List]
Pleasant,6,"The view was beautiful,  having a balcony,  the area and the bed was comfy","The room view was lovely,  we had a balcony which is great, hard to find in this area, but unfortunately the the room was not set up, no coffee ,no tea, no cups, I asked for it and for pillows took over 4 hours and 5 calls to be delivered,  the room service is outrageous expensive and it closes by 10pm , why?? 14 dollars for a 100ml of not that great cold latte, also if you book through booking your nights don't count, F&B and rooms have separate points programs which is such a waste.",Bianca,Solo traveler,Deluxe Double or Twin Room with Balcony,1,"8, 2021",Singapore,sg,[List]
Good,7,The view,No,Chy,Couple,Deluxe Double or Twin Room with Balcony,1,"2, 2021",Singapore,sg,[List]
Dissapointing stay for us. Pls improve your room service esp on housekeeping.,4,Nil.,"Housekeeping not done for the 2 rooms booked on the second day stayed. No welcome complimentary drink, fruits, cakes or biscuits inside the room. Nothing inside the fridge. Not worth paying more than $1k for a 5 star hotel.",Sri,Family,Deluxe King or Twin Room,2,"29, 2021",Singapore,sg,[List]
Disappointing,4,,"Breakfast was not good at all. Also, i had to queue despite reserving slots. Worst experience",Binit,Family,Deluxe King or Twin Room,2,"26, 2021",India,in,[List]
Good service but was expecting more,7.1,,Facilities too old,Gelei,Couple,Panoramic King or Twin Room,1,"14, 2021",Singapore,sg,[List]
Unpleasant.,5,"We loved the spacious room and balcony overlooking Marina Bay and of course the excellent location . I had booked my preference bed and room for the max occupancy - all went well. 
Thank you to Eric, Jimmy, Charles, Mr Amin, Ms Yiling.","However, Pan Pacific Hotel overall service was just basic in accommodating the guests needs but not exceeding the guests expectations. I had gave my suggestions to them separately and it would be wonderful if Pan Pacific hotel could create and enhance their customers experience instead. Also, excellent service is now expected every where, so it is about time that hotels should level up their games (in competitions). 
- check-in at 3pm and there was long queues at both registration counters 
- Customer Service Eric was there to help ushering the guests to the next available counter. He should ask the guest in the queue instead if they need help in any ways. This is because I was in the queue alone while the rest of my family members were seating at the couch. After 10-15mins, I had to approach Eric for a priority queue cos I have an elderly pax and require a wheelchair (70 years old). He acknowledged and usher me to the next available counter. Thank you Eric.  
- the lobby staff were not proactive to ""offer assistance"" for luggage carrying and pushing the wheelchair. Basically, it was all about self-service I guessed. I dont feel like I/we were the guest(s) and/or they dont feel like treating the locals as one.",Suzanna,Family,Deluxe Double or Twin Room with Balcony,1,"8, 2021",Singapore,sg,[List]
Covid has impacted the food dramatically for the worse at Edge.,7,Large rooms and good layout.,Really noisy neighbors until 10 pm and we had several calls to the front desk. Dinner at the edge was far below expectations.,Tiffany,Family,City Suite,2,"7, 2021",Germany,de,[List]
Pleasant,6,"Nice and large room, good facilities, lovely pool","Check-in has made me wait 15 minutes even there was only 2 customers in front of me
Had to request room cleaning otherwise room does not get cleaned (Front Desk failed to advise of this upon check in)
Mini bar was empty - don't quite understand why this seems related to Covid precautionary measures",Werner,Solo traveler,Harbor Studio,2,"1, 2021",Singapore,sg,[List]
The room I got wasn’t clean.,5,,"Room wasn’t clean.
Breakfast was very bad, nothing much for vegetarian/ vegan
Very disappointed",Leon,Couple,Panoramic King or Twin Room,1,"26, 2021",United Kingdom,gb,[List]
Homestead Tourism,5,"That is a very Hotel , Many Facilities Are not Available, In particular, Especially The Telecommunications Still Need Use Plug, Other Are Fairly Satisfactory.","Edge Breakfast Is Not of Standard,  It's Like high-class Civilian Food At Hotel Disappointed",Sui,Family,Skyline Suite,3,"25, 2021",Singapore,sg,[List]
Disappointing,4,"Other than that, things were great.","After checking in for about half an hour, I was taking a nap when I heard someone unlocking the door. The room was totally blacked out and it was quite obvious that someone is in the room. However, the person (should be cleaner) just barged in until I yelled at him. This is such a traumatic experience and I have never experienced such a thing in my life, be it locally or overseas.",Z,Couple,Deluxe Double or Twin Room with Balcony,1,"24, 2021",Singapore,sg,[List]
Unhappy about communication in advance of stay,3,"Very comfortable, quiet, well appointed room with fantastic bath.",Despite specifically writing to confirm that the room I booked had a bath and receiving a response to the effect of 'depends on availability at check in' I was told at check in that if I wanted a bath I need to pay an extra 25% of the cost of the room. This could have been clarified over email in advance. I would have had the free option of cancelling the booking.,Melissa,Couple,Deluxe King or Twin Room,1,"20, 2021",Singapore,sg,[List]
Pleasant,6,Room space,"Price
Dust
Long waiting que in check out",Nn,Family,Harbor Studio,2,"14, 2022",United Arab Emirates,ae,[List]
Fair,5,Not really,The receptionist,Lelaletse,Group,Pacific Club Harbor Room,5,"11, 2022",South Africa,za,[List]
Enjoyed it very much but the bath tub needs to be fix.,7,Like the free flow of champagne in the morning breakfast session.,Bath tub was really bad. Every time we use the water leak all over the floor.,Hillary,Family,City Suite,3,"10, 2022",Malaysia,my,[List]
great rooms and steep prices with pathetic unfriendly rude staffs,4,rooms and location,staff staff staff,T,Solo traveler,Deluxe Double or Twin Room with Balcony,5,"7, 2022",India,in,[List]
Good hotel. Check-in is far too slow. No one in queue. Snails pace.,6,Clean. Spacious lobby. Good for meetings.,The room was not in good condition. The panel above the door was fallen off and exposing cable for the 2 of the 3 nights I was there. It should've been fixed.,David,Group,Deluxe King or Twin Room,3,"5, 2022",Australia,au,[List]
High expectations but disappointed.,5,"We liked the proximity to Marina Bay Sands and many shopping centres in the area.
Edge buffet has a great selection and should satisfy most tastes.","Overall, there needs to be less emphasis on hotel profits and more on guest happiness.
Following check-in, we were desperate to shower because we had been in transit for 24 hours. We unpacked, showered and changed, then
checked for some milk to make a coffee. After finding a half drunk iced tea in the fridge, we called guest services to find out whether our
room had been cleaned. They sent a staff member up who scoffed at throwing the half drunk item away. We could have thrown it away
ourselves but we wanted to know that the room had been thoroughly cleaned prior to our arrival. This isn’t a cheap hotel and cleanliness
should go without saying. They said it had been cleaned and I think it had been done, just not thoroughly because I also found part of a
painted toe-nail on the floor of the toilet area.
Room service was ordered at 9pm and didn’t arrive until 10pm - the chicken wings were warm and the chips (‘truffle fries’) were cold.
Not to mention, the fries were $18! Truly, that’s extortion! There were only enough chips to cover around one large potato with finely grated
Parmesan cheese over the top! We called to advise about the cold chips and the hotel did offer to bring a replacement but we were very
hungry and didn’t want to wait another hour. The hotel did remove the charge off our account which was appreciated but if the service staff
cared to do so, they could easily check the status of the food before delivery to the guest - it was easy to tell the chips were cold because
the plate was cold to touch.
After check out, we wanted to sit in one of the pods to wait for our taxi, but we were given clear instructions that we would have to move
away from the pod if they needed it for another party. To be clear, the pod wasn’t reserved, it’s just that we (a couple) weren’t going to be
ordering a lot of drinks so would have to move out if a bigger party came along (this particular pod had four individual chairs and a table).",Debbie,Couple,Deluxe King or Twin Room,3,"30, 2022",Australia,au,[List]
not reasonable,2,breakfast,"children cannot visit free cocktail sessions
from 17:30. therefore family with children is almost
impossible to visit there after 17:30",Satoshi,Family,City Suite,1,"29, 2022",Singapore,sg,[List]
excellent location but expected better customer service for the price you pay,7,location location location!,lacking customer service for the price,Keri,Family,Pacific Club Room,4,"28, 2022",Switzerland,ch,[List]
"very disappointing to what could have been a good stay, nice facade but for the poor quality finishes, mould and very po",4,"looks good from the reception, pool was a really good layout","there was mould all over the bathroom, the room aircon smelt awful /musty and gave the family headaches, the staff said the room wasn’t to be used and moved us after the first day.",Rhys,Family,Deluxe Double or Twin Room with Balcony,2,"26, 2022",New Zealand,nz,[List]
not value for money,6,room is big,everything,Wei,Family,Harbor Studio,5,"22, 2022",Singapore,sg,[List]
Great Hotel with great location but very disappointing Club experience,4,"We have been staying at the PanPacific for many years. It has always been our hotel of choice. We returned after the couple of years od covid lockdown expecting the hotel to be the same as the pre-covid days. The hotel itself is the same and the Club suites are just as they used to be. The location of the hotel is still superb. The staff at the Club lounge (eg Shine, Macluther are still there and doing a wonderful job as they always have. A lovely group of professional and attendtive staff - who have become friends over the years). We stayed for 2 weeks. But the experience was very disappointing. The new management of the Hotel really does need to lift its game in the benefits it provides to guests paying for Club access, otherwise guests will find an alternative hotel that proves them with what they expext from a 5 star hotel.","If you stay here for a day or 2 in a Club room it may be OK. But if you stay for 2 weeks then it is definitely a disappointing and underwhelming experience - unlike the pre-covid days. Managment really does need to sit up and pay attention to the expectations of guests who pay tens of thousands of dollars to stay in a Club suite and expect better than what they are currently getting. The problem is that no longer can you go to the Club and have a relaxed breakfast away from the hustle and bustle and screaming kids on the third floor. Then when you go to the Club for afternoon tea, the food never changes  - it is essentially the same every day. Doesn't take long to tire of it if you are there for an extended period. The same goes for evening canapes. Each night was essentially the same - a platter with the same food - some cherry tomatoes, some grapes, couple of pieces of cheap cheese and crackers, some olives, the same small pieces of cake and some fried chicken (sometimes alternated with some other hot dish) but essentially the same every night. And you can't choose your own food but have to take what is given = even if it is not what you want. This is so different to the pre-covid days when dishes changed daily - there was always a wonderful selection of cheese, fruits, bread, hot dishes and desserts. As it stands it is really not worth the cost of paying for Club priviliges when the food selection is so poor. We thought this may all be due to Covid - until I read a review of someone who stayed at the Intercontinental Robertson Quay at about the same time as we stayed at the Pan Pacific. They wrote: ""We wanted a quiet, relaxing time and to be spoilt in the club. We have not been disappointed. This is our ninth night and every day the afternoon tea has been varied and delicious. The evening canape snacks have also changed nightly and are of a high standard."" This is how it used to be at the Club the PanPacific.",Peter,Solo traveler,Pacific Club Harbor Select Studio,13,"22, 2022",Australia,au,[List]
"average , staff friendly and helpful",5,,"damp smell to rooms
overpriced drinks and food for what we received",Martin,Group,Panoramic King or Twin Room,3,"21, 2022",United Kingdom,gb,[List]
Fair,5,"Pan Pacific is not the same, used to be",,Mark,Solo traveler,Harbor Studio,9,"21, 2022",Australia,au,[List]
will choose again for our next visit,7,"location is very convenient and near to all the areas. The bed is very comfy and pillows are very comfortable. the room is big enough for 4 of us with one extra bed. 
the front desk at check in is smooth and even greeted me “welcome back” which we were feeling like home","need to ask for extra bath towel everyday. they should know that we need 4 towels after we requested from the first night. i requested extra bed so there should provide extra set of towel. however upon request , they provided swiftly. 
water bottle requests are very generous. always give us more than we requested.",Viviane,Family,Deluxe Double or Twin Room with Balcony,4,"9, 2022",Myanmar,mm,[List]
Good,7,"Club house are fanatic, good view and service . Staff remember my face after first visit. Breakfast was good a lot of variety,","No room clean up after my day tour, I have to ring up to request twice time then I received a service.
Room service taste not as good as I thought.",Fung,Couple,Pacific Club Room,3,"7, 2022",Australia,au,[List]
Good,7,The view and the cleanliness,There's No bidet in the toilet and no bathroom slippers,Ndanieya,Couple,Harbor Studio,1,"1, 2022",Singapore,sg,[List]
"Room to be ready is delayed from 3 pm, waiting too long",6,Location is not bad,"U have been waiting too long for check in. Room not available after 3 pm. We book 2 rooms, they solved the problem by open one room for us at 3.15 pm and around 4 pm, another room was ready. We travel with young kids. It is not easy for us.",Supakin,Family,Deluxe Double or Twin Room with Balcony,3,"23, 2022",Thailand,th,[List]
Good,7,Have stayed here before for a conference. Comfortable beds. Hot water. Kettle for making tea with fridge for milk. Good central location for food and transport. Has a pool. Would stay here again.,"The aircon smelt musty for the 1st 2 days or so. The bottom of the shower seals were missing and water leaked into the bathroom - which wasn't a problem for us, except that the cleaners had to deal with sodden bathmats everyday. They offered a $59/person breakfast (we didn't try it out), which seems excessive considering  one could get an excellent breakfast for 2 across at Suntec for about $10-15.",Family_traveller,Family,Panoramic King or Twin Room,5,"9, 2022",Australia,au,[List]
"Great facilities, room for improvement regarding deep cleaning",7,"Spacious, bright, great breakfast","Rooms were only superficially clean. There was lots of dust under the bed, grease marks on doors, and belongings from previous guests forgotten inside drawers",Mariana,Solo traveler,Deluxe King or Twin Room,6,"3, 2022",France,fr,[List]
fair but could have been better,7,clean,poor service,Albino,Solo traveler,25-Hours Vacation - Deluxe King or Twin Room,5,"28, 2022",Philippines,ph,[List]
"Good location, but let down by substandard service",7,"Location was fantastic. We walked around the Marina Bay area every night, surrounded by shopping centres.","Service can be improved. Arrived hotel at 12pm. Reception only called us at 3.30pm for check in. She was also confused initially and only issued one set of keys. The door connecting my 2 rooms was not unlocked, room keys for one room could not work, and the safe in both rooms needed to be repaired. The next day, we requested for the rooms to be cleaned around noon but  this was not done when we returned at 2pm.",Siau,Group,Deluxe Double or Twin Room with Balcony,3,"16, 2022",Singapore,sg,[List]
nil,7,location and spaciousness of room,check-in was delayed by 2 hours,Pauline,Family,City Suite,1,"15, 2022",Singapore,sg,[List]
Disappointing stay for the first time.,6,The scenery was breathtaking.,The room at 3519 had coffee stains on the floor but staff cleaned it after they were informed. The bed had bed bugs for 5 days' stay. Did not adhere to earlier instructions to have a clean room.,Wong,Family,Pacific Club Harbor Room,5,"13, 2022",Singapore,sg,[List]
Not worth my money,3,,"The other room was 3 hrs late , the blinds not functioning properly, the fridge had to be open by the technician and the room service was so slow ..",Nurhafidzah,Family,Connecting Panoramic Room,1,"12, 2022",Singapore,sg,[List]
Fair,5,Near lots of amenities,No bidets. With the amount paid and no breakfast..really not worth it. The staff doing check in is not friendly at all.,Radiah,Family,Connecting Deluxe Balcony,4,"12, 2022",Singapore,sg,[List]
"Disappointing breakfast,  few choices and very limited time.",7,,Na,Elisa,Family,Deluxe Double or Twin Room with Balcony,1,"18, 2021",Singapore,sg,[List]
Fair,5,The room was nice and comfy!,"Checking in took more than an hour. That aside, requests for plates / glasses were responded with “you can collect them on your own at level one”. I get that Covid may affect certain norms (though this is a first, haven’t experienced this at any other local hotels I’ve stayed at so far), but I seriously didn’t expect to have to self-service for a supposed five star hotel.",Anonymous,Group,Panoramic King or Twin Room,1,"16, 2021",Singapore,sg,[List]
A good location however it doesn’t feel like a 5 star hotel,6,It’s location and the air conditioning in the room was good,"There was no hair conditioner, hangers and the carpet wasn’t vacuumed properly.",Sk,Couple,Deluxe King or Twin Room,1,"13, 2021",Singapore,sg,[List]
Super comfy beds,7,"Had 3 rooms in total.
Super comfy beds & pillows.
Room was spacious nice view.
Beautiful CNY theme decor.","Kids pool water was so cold. 
Long wait for check in but understandable since hotel is on high occupancy.",Nadia,Family,Harbor Studio,1,"31, 2021",Singapore,sg,[List]
Great,7,View and bathtub was great,,Tan,Couple,Panoramic King or Twin Room,2,"16, 2021",Singapore,sg,[List]
Pleasant,6,"Location was great, and check-in/out was relatively smooth even though it was crowded. Room service was decent.","This might come across as nitpicky, but I kinda expected a little better for the price we were paying. There were no cutlery/dishes in the room... I'm guessing because of COVID. BUT they had glasses and tiny cups and a coffee maker (with no spoons to stir your coffee with). When we called and asked if we could get some plates and cutlery delivered to the room, they said we had to go downstairs and get them ourselves? We decided to ask them for an extra set of plates and cutlery when we ordered our room service, and they gave us like 1 small side plate. 
Also, while our Panoramic Room has huge windows, they offer a view right into.... the office building opposite the hotel. Seriously should've saved a few bucks and booked the deluxe room.",Charis,Couple,Panoramic King or Twin Room,1,"6, 2021",Singapore,sg,[List]
"Overall the stay was fairly good, quality of food was a disappointment.",6,"The room was comfortable & cosy.
Staff were friendly and helpful","Minibar was not top up as requested.
Food was not as good as before, quality was compromised.
Breakfast menu was limited",Billy,Couple,Pacific Club Harbor Studio,2,"4, 2021",Singapore,sg,[List]
"Great location, not responsive Helpdesk and Housekeeper",7,The hotel is near several shopping malls and can reach other city areas in less than 15 minutes via taxi.,"The Service One (Helpdesk) is neither intuitive nor responsive. We tried to call it 4 times before stopping. When we met a housekeeper outside our room, we asked her help to request room make-up on our behalf, but she insisted that we should make a call to the Helpdesk ourselves. In the end, we had to go down to lobby to request for it from the check-in counter area.",Andi,Couple,Skyline Suite,3,"3, 2021",Singapore,sg,[List]
Human touch is vital in delivering a top notch experience.,5,The dining experience at Hai Tien Lou was good.,Staff’s attitude during check in was rather poor.,Chung,Family,Deluxe Double or Twin Room with Balcony,2,"2, 2021",Singapore,sg,[List]
"Disappointed, way below our expectations.",4,"Good location, conveniently located and linked to Marina Square which is very accessible. Shuttle bus provided but we did not utilize.","Need to pay S$5 to replenish coffee and shaver(not provided). There is a old wood or moldy smell upon entering the room and throughout the stay. We felt with the price we paid without breakfast, we could have get a better deal, standard, service some where else. It is not worth the stay, will not come back again.",Chan,Couple,Deluxe Double or Twin Room with Balcony,1,"1, 2021",Singapore,sg,[List]
"no longer the same as the past before pandemic, but good if you dont mind the breakfast.",4,"nice balcony, nice bed. bathroom toiletries are sufficient.","the swimming pool access- since we have paid so much for the room, its only understandable to allow for guests to consume their own drinks and not insist that no other beverages be allowed. we have not encountered such issue with other hotels and it almost seems hotel is so calculative that we consume our own drinks.
breakfast is disappointing. yes no buffet option where u can freely take your own food due to the pandemic but doesn't mean that the options should be limited to guests where most of them might actually be paying for your room and expecting a good breakfast. its also quite wasteful to be providing a plate of food and have people not finishing it cause they dont like some of the food offered in the plate. might as well just provide eg. scrambled eggs, and not like scrambled eggs breakfast platter right?",Joey,Couple,Deluxe Double or Twin Room with Balcony,1,"31, 2020",Singapore,sg,[List]
Disappointing for the price,4,"The room was clean, the bed was comfortable and the view was good as we got the Pacific Harbour Room which faces the bay","The staff did not seem to cope. Particularly in the club lounge where half the time my glass was empty and I had to scout the room to look for a staff. The quality of the canapés were very disappointing for a 5-star hotel. I’ve tried several club lounges in Singapore and I must say I found this one the most disappointing, especially for the price. The pastries and cake were dry and had a store-bought quality - yes the sort you get in an economy mart, very unexpected for Pan Pac. This is my first time staying at the Pan Pac, and I really wish I had left with a better impression.",Chung,Group,Pacific Club Harbor Room,1,"29, 2020",Singapore,sg,[List]
Basic,6,Ala-carte spread was satisfactory.,"However room service was under par as they don't provide daily change. Our room had no amenities (coffee, tea cups for coffee, plates for snacks) at all. Apparently they will charge for delivery for plates 😱
No hair conditioner and no change of towels daily.",Su,Family,Deluxe Double or Twin Room with Balcony,2,"29, 2020",Singapore,sg,[List]
It was overall good.,7,The personal touches of the property and room cleanliness.,"The check in time, however we understand that given the restrictions and safety measures, however the timing to check in was at 5pm.",Tasha,Group,Deluxe King or Twin Room,1,"29, 2020",Singapore,sg,[List]
"had nice view. able to see mbs, esplanade, fullerton and raffles place from the hotel room.",7,"bed were comfy, nice view","swimming pool too small, no steam room or jacuzzi",Chermaine,Family,Deluxe Double or Twin Room with Balcony,2,"28, 2020",Singapore,sg,[List]
Skip the breakfast! Walk out to the malls for better eats.,7,Nice friendly staff. Special praise goes to Ms Aziana who was proactive in helping me to retrieve the camera I accidentally left behind in the room after we’ve checked out and Mr Jun Hui who nicely accepted my feedback about the spoiled BD surprise and waived the 2nd day’s breakfast which I skipped. Oh my kids 2&5 yos love the pool too.,Nothing much except for the so-so breakfast and the fact that a normally 300+ room cost almost double the price when booked through booking.com during the festive seasons. Or let’s say for that price I thought I was getting the premium pacific harbour studio room with club floor access but I was mistaken.,Jen,Family,Harbor Studio,2,"27, 2020",Singapore,sg,[List]
