Review title,Username,Review,Rating
Long overdued staycation,Paul Ng,"Centralised location among shopping district.  Excellent front desk service rendered by Abhi, assisted with all the check in procedures, answered our queries on facility and dining bookings as well. Gave us a high floor room with a picturesque view.   Room was in tip top condition with coffee maker and a work desk. Room service was prompt and friendly in attending to our requests.   Had a buffet dinner at edge as well. Food was great! Pricing was okay for the free flow lobsters and oysters.   Will definitely come back again for a relaxing stay.  The pool could have been bigger and tv channel options could have more. Netflix would be great.   Overall a 8/10 stay!",5
First Memorable Staycation at Pan Pacific Hotel Singapore,FirstVisit085,First time stay in this hotel and the overall service make us thumbs up. We hope we still have the chance to staycation at this hotel in the near future. The room is very big and the location is very convenient to access in CBD area. ,4
Super Tita 40th Birthday Celebration in Pan Pacific Singapore,SuperTita,"Pan Pacific Singapore never failed to make us feel special especially in celebrating my 40th Birthday. It was awesome! We booked 3 rooms and they all allow us for an early check in. The staffs are super friendly. All the restaurants we booked are spotless. Edge is an all time favourite especially when Janice Chan is there. She is very friendly and accommodating. Elsa in Keyaki is also awesome. She served us cheerfully. All foods served to us in Edge, Keyaki, and Hai Tien Lo are the best!",5
A Wonderful Anniversary,Teri,"My hearties appreciation to Jennifer Wong for giving me the complimentary Platinum Discovery Membership under Healthcare Heroes Promotion by Pan Pacific Hotel during my previous stay. I felt so welcomed by Pan Pacific and decided to stay in Pan Pacific Hotel again for my anniversary. This time I booked the Pacific Club Room as I wanted to try the Pacific Club at the highest floor in the hotel. Jennifer was so kind to help me arranged for this special occasion and I had a very smooth check in until the end of my stay, it was such a wonderful anniversary staycation in the hotel. As a Platinum member, I was given the privilege to upgrade to Pacific Harbour Room in the highest level with the most stunning view of the entire Marina Bay Sands. The room is so spacious and very clean,…",5
Great staycation with excellent service,Fredrik,"Had a enjoyable staycation with my wife at Pan Pacific Hotel Singapore. The room and service was great. One good shoutout was to Mr ABHI, the guest servicing officer. He was in charge of checking us in. His professionalism and delightful attitude made the start of our stay a pleasant experience.  Cheers.",5
Excellent View at Harbour Suite,Xia0Bao,"Stunning view, both day and night.  Paid extra for club access, which is value for money.  Lovely staff that made the stay very cosy and welcomed.  Awesome food at Hai Tien Luo, The Edge, Club Level and sausages.  Only issue was with the blanket, which was rather heavy and too warm.  Sleep was disrupted as we were either too hot or too cold.  Temperature was at 22 Degree Celsius...",4
Awesome hotel to be at!,M*l,We have stayed in numerous hotels in Singapore and would like to comment that Pan Pacific is one of the best. Everything was great - From check-in till checkout. Check in process was quick during this period which I was thankful for (unlike some other renowned hotels where we had to wait 4 hours for check in). Service at reception was exceptional and clear introduction was given on where to book facilities and the restaurants. Room was clean and housekeeping was done well. Room service was good as request was delivered very promptly. Buffet Breakfast was awesome with variety of food to choose from and with much seatings to accommodate the hotels guests. Pool and gym had time slot accommodated and were not over crowded (thankful for this too). Guys at the concierge also made us…,5
Pacific Harbour Studio,Bryan.L,3 key points. - Great view from the room along with a awesome and gigantic bathtub that can fit 3 pax easily.  - Attentive and friendly staff that will remember you and your preference. - Nice interior design,5
The best 5 star in Singapore,Zaid Anuar,First of all it was a great experience during our two nights' stay here. Direct booking is easy and user friendly on the website and thumbs up to one of the hotel staff Abhi for the smooth transaction during our check-in. So welcoming and making sure our stay is well accommodate.  One of our daughter accidentally fall and had a small cut and 2 officers well dress came to our hotel room and did some dressings to our daughter instead of just giving us a plaster.  I'm amazed by the customer service they gave us and we've been to many hotels in Singapore and this is the first time we received this kind of great treatment from a 5 star hotel.  We will definitely come here again for our stay and thumbs up to Pan Pacific Singapore and its staff for the great customer service from all…,5
Friendly and efficient staff,Nicholas,Natalie from the front office was super friendly and helpful. Very delighted with her customer service. Staff such as her make the check in experience a worthy one. She should be recognised for her politeness and amazing service,5
Edge Restaurant Experience,Ben A,"Had a outing to their famous Edge restaurant as we have learn that buffet line has restarted.. Although it is still not the brilliance of Pre-covid.. The selection and quality was still very good..  Duty staff namely Peter n Xylene was super attentive and friendly.. Always smiling, always happy to serve.. Definitely an enjoyable experience++",5
Ms Ng,Ducky11dec,"Abhi is very friendly and helpful with his recommendations and my questions. Pan Pacific is 1 of my fav hotels and so far they have not failed my expectation yet, with their clean and luxurious hotel rooms, friendly staff and good food.",5
"Great location, Great service. Overall a great place for staycay.",Shayce C,"Staffs were warm and friendly. The Check-in process was a breeze. Was here for a birthday staycation and was surprised to receive a box of cakes. Such a sweet gesture.    The location of the hotel was great with many choices of food and shops in the vicinity. Breakfast was included and we were served by a really sweet and thoughtful elder lady (short hair) during breakfast at the edge on 17th ard 8+am. Did not manage to get her name, unfortunately. She was really proactive in bringing us the sauces we need even before we had to ask.   Had an issue with the hotel tv which displays the greetings and prompts us to press 'ok' to continue. However, no matter how many times we tried on the controller, it doesn't do anything. Thankfully it was not much of an issue to us as we had prep…",4
Thank you pan Pacific,Jonathan,"Good places for accommodation! Very comfortable and service oriented! The front desk receptionist all are very polite! I must praise Sam foo, Amanda koh and team for making my stay so awesome! As a long staying guest here i really thank them for taking such Great care of me!",5
"Great Service, Great View, Great Location!",junwenc2016,Hotel staffs are very friendly and very accommodating. Bought the deal during the promotion where dining credits are provided. Hotel staffs are very understanding and allow late check-out to allow us to fully utilize the dining credits.,4
Anniversary Staycation,James,"We are happy choosing Pan Pacific Hotel in celebrating our Anniversary.. The Ambience is really nice. The food is very good and don’t forget the staff, they really nice and accommodating especially Sir Jayrick..fast checkin and fast check out.. no hassle.. We definitely recommend it!! 👍🏻👍🏻👍🏻",5
Great ambience with clean rooms and friendly staff. Excellent location. A place i will look forward to come back.,eyesice318,"A truely enjoyable stay. The hotel environment is excellent, the moment we entered the hotel lobby we felt refresh and welcomed. Ambience is excellent. Rooms were big , cozy and clean. Atrium lounge is the beauty of this hotel. A nice place to chill with friends and family. Swimming pool was family friendly. Breakfast at Edge was good.",5
Pleasant Staycation,jonjjajo,"After a long travel drought, we decided to have a family staycation and went with a stay at Pan Pacific Singapore. We chose a weekday stay to avoid the crowds and were rewarded with quick and efficient service at check-in by the receptionists. The rooms were clean and made the stay comfortable. We also had a delicious dinner buffet at Edge even though the selection was reduced due to Covid measures.",5
Great service,Karine H.,"Stay with Pan Pac was superb, better than Marina *** S*nds. Terrific service, shout out to Charles who made everything fantastic! and Nook who made check in so smooth & hassle free :)  Breakfast & Dinner at Edge buffet restaurant was good, able to walk around freely despite Covid, safe distancing & crowd control managed well!   Will definitely recommend my fam & friends!",5
Anniversary staycation,sneakermummy,It was a smooth sailing and good experience overall. Staff are very nice and attentive when I informed them that it was our anniversary. Jayrick from front desk was very helpful and informed us of the necessary. Will definitely come back again and recommend.,5
Stay at Pan Pacific with good breakfast,Herron H,"Was greeted warmly at the check in reception by Abhi. He is friendly, helpful and welcoming. He answered all our queries and we enjoyed our stay, thanks Abhi! 🙂👍🏻 Breakfast was also good, wide spread and friendly staff over buffet counter",5
Excellent view of Marina Bay,jeaniegoh,Had a pleasant stay at the Harbour King Studio Room. Kudos to Abhi for checking us in promptly and to the rest of the staff there. My friends arranged for Pan Pacific to pass me my birthday card and present and the hotel responded promptly. Room was big and in tip top condition. No complaints at all!,5
Vacay Staycay! Yayyyy!,MeLanIe,It's our Family Vacation and we chose Pan Pacific as the Hotel for our Stayacation because of the 60% super deal! Warmest and friendliest welcome by Pacific Ambassador Charles! Friday is the Best day for Staycay because the Hotel isn't busy! We checked in by 230pm and started to enjoy all the hotel facilities! 38sqm pacific club connecting rooms with king/twin beds is perfect for our family! Room is spacious and clean. Mini bar was included. We proceeded to Pacific Club Lounge for afternoon tea at 3pm! The staff are very thoughtful. They offered us a really cosy corner and specially prepared treats for our girls! Swimming pool wasn't crowded on a Friday afternoon and it is nice that they have these big and colourful floats for us to use! Evening cocktail starts from 6pm to 8pm…,5
Classic English Afternoon Tea,Anastasia (@monk3yseendo),"Up for a classic English Afternoon Tea with your date with perhaps a spot of tea? Fret not! Pan Pacific brings you their revamped experience at the Atrium. However, do note we visited sometime ago.  Nonetheless. For SGD 76 (for 2 pax), you’ll get a lovely 3 tiered selection of both sweet and savouries brought together with an explosion of flavours consisting of treats such as Shaved Virginia Ham Sandwich with Truffle Mayonnaise, Strawberry Pistachio Choux, Dark Chocolate Pear Caramel and Coffee Caramel Roulade with a portion of scones served with butter, cream and jam.   All in all quite a nice experience and our ideal way to pass an afternoon. Service was lovely with the servers being dears. Pretty attentive and jovial.  Price: SGD 76 per pair.  Our full review is on Instagram…",4
Marvellous Service and Clean Environment,See Hui,"We reached the hotel at 3.30pm and attended by Mr Abhi.His service was excellent and try the best to arrange our request as because we booked both nights under different website.Besides, he also explained very well to us very details that we need to know.Not to forget, there was a guy welcome us at the main door I am not sure his name but he was very helpful by offering us bellman to deliver our luggage to our room.Will come to stay again as the room also was clean and spacious too!",5
Fantastic hotel,FarAway66954636218,Room is clean. Shopping within the walking distance. Service staff are professional and accommodative. Breakfast buffet is good and the spread is just right. Gym and swimming pool are not over crowded. ,5
To compliment a person,Yogeswaran S,Hye there ...  Just drop by here to tell that this service man Mr.Kuselan has been a great person on welcoming us from the first day till we check out ... he as been amazing from the first day we reached and till the moment we walk out from this hotel ...   Hindu person who is also working on the Indian new year on our Hindu date 14/04/2021 must be a big commitment and overwhelming point ...  As we the customer by doing our part we do hope that the management will do they level best in valuing such a employee and bring him up together so that this will be more people like him in future ...  I do hope I can get back a review on what is the management have done to value such a employee so that we know by what we doing he minimum can give what kind of priorities by the management…,5
Pacific Harbour Studio (Suite Stay),Cal_TheHotelLover,"Back to Pan Pacific Singapore after seeing some photos on the newly renovated Pacific Harbour Studio. Trust me, if you're into large spaces and large tubs, this is for you!   PPSG is no stranger in my group of friends. No doubt I like spending time here, but every time is always something new or memorable. The studio suite, is even better in person (although I kinda hope the view will be full view instead of 90 degrees view of the Marina Bay only.) If you have stay in PPSG before, you'll recognize the warm hospitality, the comfort in your room and the quality of the amenities. This time no change, but extra friendly services from Jayrick. Kudos to him for all the arrangements.   The suite includes a big tub (which take a long time to fill, ensure you fill it in advance to use).…",5
Wonderful staycation ,berndz80,We planned at staycation at pan pacific singapore and the room was modern and view was great. Bed was very comfortable and the bathtub is very big. The staffs are friendly and helpful. Breakfast at edge not many options as compare to before covid. ,4
Always tip top,nurshasen,"3rd time staying at Pan Pacific, twice to celebrate our anniversary. Tip top service from them. Received a complimentary cake and goodies. They managed to arrange for connecting rooms for us and our 4 children. Fuss free system of booking facilities but unfortunately it rained heavily and we didn't get to swim. Very convenient to get to Marina Square and Suntec City as they are connected. ",5
"Excellent service, friendly staff and nice hotel",cthazar,"I would like to personally thank Dickson and D’cruz who have assisted me and my family to have a smooth check-in yesterday despite the long queue. I can see that all the staff are working professionally despite the high occupancy in their hotel.   Our room was clean, spacious and my kids enjoy their stay here. Hotel location is definitely a plus point as it is near to Suntec City shopping centre and Marina Square. We will definitely come back again for another staycation. Pan Pacific Singapore really live up to their 5 star standard.",5
Staycation at pan pacific,Poh,"Check in was fast and social distancing was adhered to. Adhi from Pan pacific front desk provided fantastic service, and made our stay very pleasant. Pan pac is also very convenient to the malls, I would definitely visit the hotel again.",5
Staycation to celebrate our wedding anniversary,Divetreklover,"We truly enjoyed our stay from 6th to 8th April 2021. From our room on 34th floor, we had an excellent view of Marina Bay. The 360 deg unobstructed view from the club at 38th floor was spectacular especially at night. We took many photos.  The spread for breakfast at the Edge and cocktail at the club were excellent.  The service was superb and we would like to thank the following staff for making our stay so wonderful.  Abhi from reception Hiffi from the club Rosemary and Siti from the Edge  Joseph Choo and Catherine Foo",5
Awesome stay!,Van Lai,"Had the most awesome stay at pan pac Singapore with my family! The kids love it, I love it and my hubby too! Room was spacious and clean, view from my room balcony was great and the hotel's service was spectacular! Want to give a shout out to, Abhi in particular, he made our check in particularly fast and smooth. Loved that he arranged a cot especially for my baby and even gave a birthday surprise to my older son as it's his 4th birthday. Thanks so much pan pac for everything!",5
Excellent hotel and service,Howard,"Brought my family for a staycation and was greeted with an excellent stay made better by the service provided by Abhi at the reception. The room was luxurious and comfortable. Swimming pool was nice for swimming with my son. Abhi was really courteous and helpful in ensuring that we had the best stay possible even though it was quite a busy day, being a Friday check in. I would definitely recommend the hotel and Abhi for any visitors in future.",5
Exceptional Service,Adventure50581095366,"Staycation from 5-7 April 2021. Impressed with the service given by the staff at the Reception (YiLing and Ayaka) and the Edge (Ivy) . attentive, patient and very helpful bunch. Takes pride in their work and full of initiative. Location is very accessible to the places we want to go. Our room is v clean. although no bidet spray in the toilet for our poo-ing business but that is fine because everything else is excellent, haha. Thank you so much for making our staycation so pleasant. ",5
Best staycation ever,ryan77tay,"Nice view, great customer service, clean room.. best recommended for couples wishes to stay for couple of nights. Best staycation ever.. Thanks Mr Abhi from the front desk counter for arranging us this best view, high floor Room",5
The Best at Pan Pacific Hotel,Farhan,"Hotel was amazing, gave us free upgrades with amazing service by the hotel. Abhi was really helpful and assist us throughout the whole stay in pan pacific hotel. I would definitely come back and enjoy another stay here.",5
Birthday staycation,Beatrice,"Here our first visit, the front desk receiption staff “ABHI” is extremely great and accommodating. The room is clean and comfy, definitely will recommend to our friend and will visit again in the future",5
Staycation with mum,Tjoo146,"I just spent the long Good Friday weekend at the hotel & I had another great time. Great service by all staff at the reception, restaurant as well as our doormen. Check-in did not take long, I felt welcomed throughout my stay especially at the Pacific club lounge where they remembered me. Special mention to be made to Shine, Angel at pacific club who makes me feel so at home, service staff who’s on duty at the edge for pac club members fr 3-4 Apr for their great service, Jane at the reception for recognising me & welcoming me back, and our doorman kuselan & Ismail  for their great service. Thanks everyone! I will be back soon!",5
Staycation at Pan Pacific,Ms J,"Our one night stay with Pan Pacific Singapore was delightfully marked with exceptional great customer service. We were greeted by friendly front desk manager, Abhi, who professionally assisted us in checking in, and tried his best to accommodate to our various requests and enquiries.   We had brunch at Keyaki, which serves authentic Japanese cuisine. The food was pleasant to the palates. However, due to a miscommunication, there was a slight unhappiness which was quickly resolved by the manager, Vincent, who addressed our concerns in a prompt and caring manner.  In short, we were really impressed by the quality of customer service in this hotel where guests are treated with respect and you could tell the staff goes out of their way to make guests feel welcome and be at home.…",4
As expected of a 4-5 star hotel.,zeeshkasnan2021,"Everything was as expected for a 4-5 hotel. Room was spotless, staff very attentive, Internet was excellent. Fuss free stay, no issues whatsoever. Value-wise, I would not recommend PanPac - as I have stayed at other on-par hotels with same service standards at lower rates.",4
We will definitely return again Pan Pacific!,Nurul Zdn,"Had our family staycation at Pan Pacific from 3/04/21 to 4/04/21.  Check in was smooth, & we were pleasantly surprised when we got into our room- cleanliness spot on & spacious. So glad we managed to book our swimming pool session & my toddler had so much fun. Pool was not crowded too.   During our check out, we were fortunate to bump into Mr Khalili who helped us with our stroller & luggage as our hands are full handling our daughter.   Mr Khalili readily offered to help us all the way through our checkout process till we are out at the pick up point. He is also great in entertaining kids!   Thank you Mr Khalili for the exemplary service & we will definitely be back again Pan Pacific!",5
Keyaki Restaurant -  Amazing 8-Course Private Tatami Dining Experience!,Atiqah A,"My husband and I had the most amazing 8-course private dining experience at the Keyaki Restaurant's private tatami room for his birthday celebration! Overlooking a little garden, the tatami room was a beautiful place full of serenity. Soft calming music played in the background and a coat hanger was available. The tatami floor and seats were absolutely gorgeous. We booked the entire space to ourselves, and for the whole 3.5-hours, we were served by the Japanese restaurant manager who was exceptional - very polite, detail-oriented and thoughtful. We truly felt like we had been transported to Japan!   The manager and chefs went above and well beyond my expectations in helping me prepare for this celebration. To book the tatami private dining room, a minimum spend of $700 on total…",5
Food,Khidir1988,"It's best if it serve halal food either than that everything is good and enjoyable..location is near to all, nice view,  cleanliness is top notch instruction given is very precise and clear...simple check out",4
"Overall good, but check in need to queue for 1 hour",stanleyong2017,"take a long time to check in but hotel compensate with late check out, stay for my wife birthday but do not receive anything even a piece of cake from hotel is quite disappointed (compare to other hotel), in room TV not working need to get technician to fix it.",3
5-Star Hotel with 5-Star Hospitality,K W Chan,"Always enjoy staying in this hotel during staycation, to get away from daily routine. Location is near shopping malls & train stations, with plenty choices of food. Down side is the price, which is slightly high.",4
Wonderful Stay for a break!,Eileen Chew," Stayed at the pacific harbour studio with club access and it was AMAZING. We had a celebratory occasion going on and the staff did something special for us with balloons which was very much appreciated! The room was clean and spacious so highly recommended.   The club access brings you stunning view of the city.. the food spread was not as sumptuous as pre-covid times but I must say it is pretty decent.   If there is one reason I'd return to the club lounge, it would be to enjoy the conversation and service of your staff Evan and the crew serving at the club access floor.   Evan has been a warm ray of sunlight (even at dusk) who has been wonderfully attentive to my partner and my needs, and charmingly personable to make us feel comfortable. Her knowledge of the cocktails was so…",5
Family Staycation,Shue Sng,"We had a relaxing stay in your lovely property at the beginning of a long weekend. Thank you to your friendly Chef Concierge Jimmy and Yan from IRD team for making us feel welcome and special. We didn’t feel like checking out, till next time!",5
Very positive review!,Vanessa O,"Upon arrival, guest service officer khalili approached us and helped us with the check in procedures. We were seated at the lounge while he process the check in for us knowing im pregnant. It was a very nice gesture and we felt very welcomed. Great service and 5 star rating for him!",5
Great!,cgldagala,It was a great experience on staying to this hotel.Thank you for valuing us healthcare workers. The ambiance was serene. I feel relaxed during my stay here which I needed for a long time. Recommended! ,4
Staycation,kennylaitl,Staycation at Pan Pacific Singapore in March 2021.   Services is excellent.   Breakfast at edge restaurant is excellent as well.   Only thing to improve on perhaps will be on the pillow quality.  Too soft and low already. ,5
Great weekend stay,Desiree H,"Great hotel, but the check-in queues were terribly long. Kudos to Ms Edeline Tiong who managed the entire situation well, and still managed to maintain a calm and patient demeanor the entire time. Great job!",4
Family staycation,yymjs,"We were impressed the excellent service extended to us from the moment we stepped out of the cab. TJ met us with much enthusiasm at the door that even my kids were thrilled by him; your friendly receptionist, specifically Yiling and Natalie were friendly and helpful during check in and check out (they actually remembered us out of the many guests that they encountered!); Shugar and Kenneth were also quick to serve and help us during dinner in the EDGE; the housekeeping lady that served us (room 2108) was also prompt in bringing us our request, and each time we bumped into her along the corridor, she greets us with a smile (Yes, even under her masks, we know she is smiling) ; the staff at the pool were polite too!  All in all, we are glad we chose to stay with Pan Pacific for our…",4
Top choice for Singapore hotel stay,Arkades,"Pan Pacific Hotel is always our top choice for hotel stay in Singapore. Mr Abhi is so friendly and awesome, who will ensure our stay is perfect and enjoyable one. Will let the picture do the saying ( city view of Singapore )",5
Pan Pacific Hotel - Hero Voucher,Malaiarasi Sivam,Excellent service. Ahbi at the reception counter was such a delight. He was super warm and welcoming. Very clean and spacious room. Will definitely pay another visit. All our requests have been fulfilled.,5
Staycation (Rediscovery Voucher),spicelin,"Booked 2 rooms for our family staycation. Fast check-in & check-out. Excellent service rendered. All the amenities fulfilled. Walking distance to shopping malls such as Marina Square, Millenia Walk. Definitely recommend this hotel for couples/families or even work. A big thank you to Ms Yi Ling and Ms Natalie for assisting my family & myself checking in on 29/3/2021.",5
Honeymoon stay,Shairul Effendi,"Celebrated my honeymoon here for 3D2N❤ Shoutout to the reception staff ABHI, who helped us and was super friendly and jovial😃 Helped us get a high floor with a superb view✌Overall experience was great with a super comfy king size bed🤟",5
Appreciation,nancy m,"First & foremost , I would liked to express my utmost gratitude to you for your generous appreciation to us members of “medical front liners”. Your beautiful staffs are greatly helpful and welcoming, would liked to commend Ms Sel who was particularly friendly and accomodating . Thanks guys",5
Wonderful staycation,Polayts,"It’s a fabulous staycation that we experienced, their service and facilities was excellent, friendly staff and accommodating. Will come back for sure for another stress relieve staycation. They strictly follow properly the Covid safety protocol which is very important during this pandemic crisis.",5
Excellent Hospitality and Services,HweeL,"Waiting time was short during Check-In. Would like to thank Mr. Abhi who assisted with our check in process, appreciated his prompt and efficient service.   Breakfast at the edge restaurant was pleasant as well.  Overall, the services are great, would visit Pan Pacific again.",4
Strategically located hotel with excellent customer service,lightcomet,"The good: - Check-in was very fast, cleared check-in within 15 mins. Requested a late check-out and got 1pm check-out. - Express check-out by passing room key to staff as I do not have additional payments to make. - The staff are polite and professional, will be happy to answer yr queries, ranging from reservation to front office to main door. - The view from Panaromic Room is fantastic, got the room facing suntec. The lift was facing outside rather than inside which was nice. - Sufficient amount of power plugs, a lot of switches to control different lighting. - Sheltered walkway to marina square and suntec city.  The bad: - Equipment may be slightly dated, receiver for the blind is spoiled, had to get 2 engineers around 1 hr to fix it. - Some lighting were flashing, issue was…",4
Great stay,debbie23102021,"Thanks for this lovely staycay, had a great time with my family. Room was very spacious and clean, the stay was really comfy. Food quality at Keyaki has dropped a little since my last visit. Food at Edge buffet was still good as usual! ",5
Compliment of Pan Pacific staff during of stay.,Kezman,"Queue was very long at the checking in on a Saturday afternoon. Thought it would be long wait, but the staffs were efficient in clearing the queue. Upon our turn, Abhi made our experience turned surprise and wonderful. Usually, hotel requests were usually ignored but he tried his best to fulfil our hotel requests as we had indicated during the booking. With such friendly and efficient work rate from him, I would certainly revisit pan pacific again.",5
Excellet Stay!,ifranshamal,"We would first like to a laud doorman Mr. Ismail for his warmth and kindness when he took the initiative to greet, and subsequently offered directions to nearby shopping malls.  Upon checking in on 25 March 2021 at around 3pm, there were two long queues at the Reception Counter. I am heartened to see members of your staff taking the initiative to direct some of the guests to the three counters on the left (Departure, ?Redemption) which certainly expedited the check-in process. We would like to commend Ms. Jane, who was very polite and helpful, and ensured a smooth check-in process.  We would like to laud Ms. Sammi for her soft-spoken and corteous demeanour. Ms. Sammi was very patient with our enquiries when explained thoroughly to us the differences between the room charges and…",5
Awesome service from Mr Raymond and FNB team,emeliayxlow,Thank you Mr Raymond and FNB team for making our actual wedding reception a memorable one. Thanks for guiding us throughout the whole dinner process and gave the guests flower petals to throw and playing bubbles even though we did not request for them. We deeply appreciate all the hardwork you have done:),4
Staycation,Kwok Alvin,"We have a nice stay at Pan Pacific (Singapore). They served good food and excellence services from the service staffs, particularly Jane, the front desk staff. She’s knowledgeable & rendered personalised service by sending our room keys to us  when we’re at the poolside.",5
Halal breakfast,violetkiller,All was ok except for food... Please have halal breakfast next time for the muslims and vegetarian for the vegans... And the reception staff said no pork no lard but when I went for my breakfast there was pork in the menu... I couldn’t eat at all I’m a Muslim... ,3
Amazing staff and service!,ksktraveller,Stayed here for a birthday surprise staycation. Despite the initial long check-in lines (#COVIDtimes) the staff quickly opened up additional counters elsewhere to move things along. The hotel seemed to be at full capacity and staff were working flat out but took the time show us around the hotel and gave us a few extras that just made our stay special.  Don’t miss a ride on the tallest external glass elevators in Singapore!,5
Awesome Stay!,Awesome_Ash1111,"It was really a pleasant surprise to receive something special for our Anniversary. Initially, when we indicate in our email about our Anniversary, it was not taken notice, but we're so wrong. We went out for a short while, and when we came back, viola, there's something for us to celebrate our Anniversary together. It was really memorable. Thank you soooooo much, Pan Pacific Hotel, for making us feel loved & honoured during our stay.  Oh, we wished your pillows were available for us to purchase (unfortunately, not in stock), my hubby and I just simply love how soft and fluffy your pillows are..",4
Great Service as always!,nicarollan,"Booked a staycation at the Pan Pacific for my birthday. Lovely staff and check in was quite efficient! Special shout out to Roxanne at the concierge for being super attentive and accommodating. Immediately noticed it was my birthday and helped me with a late check out ❤. The Pan Pacific is one of my family's fave hotels in Sg. It's the first time I'm coming back without them. While coming alone is not as fun, glad that their warm hospitality has stayed the same. Excited for the next few hours",5
Staycation in Singapore,Mexx,"We had a pleasant stay here at Pan Pacific Singapore where the staffs are friendly and efficient. Especially to a staff by the name of Rina Almenenza, Cris and Jane providing us the best assistance and service. Definitely we will stay here again in future and fully recommending this hotel to everyone.",5
Family trip,nurhidayahyuza88,Thank you to pam pacific staff. They give a vey great welcome and helpful. All of them frm manager level til room houskeeper. Never fail to SMILE. Such a relax place to stay. Would like to come again. To bring my parents along..... gd job pan pacific.. keep the good team work. ,4
A very pleasant stay.,Haroon,"If you are visiting Singapore, I highly recommend you to stay at Pan Pacific Singapore as the staff are very friendly and efficient. The hotel has a very high standard of cleanliness and the room is very comfortable. A special mention to Rina, Cris and Jane who have helped me alot during my stay.",5
Staycation,Amie F,All the staff is very accommodating especially  Rina Almenenza and Jane . This kind of staff should give more compliment for being a good staff ...easy communication and understand all our needs. The amenities is good for baby...our grand daughter really enjoy swimming.,5
Staycation,SightseerChett,Our stay was much more meaningful because of the staffs warm welcome. Sel from the check in counter was really helpful and accomodated us  well. Its my first time in this hotel and the staffs gestures and superb accomodation would want me to come back again.,5
Excellent staycation,khadijahraship,"If only the toilet have bidet or water spray otherwise everything else is excellent from the room cleanliness, to breakfast menu, to feeling hospitality, friendly staff and importantly we had a good sleep.",5
Letter of thanks & appreciation,Liezl Ringor,"I would like to thank & express my appreciation to all staff og Pan Pacific Singapore for their warm & kind service during our stay in your luxurious hotel.So much grateful & impressed for your treat in recognition to us as healthcare workers making us Super heroes during this time of pandemic. I would like to extend my sincere gratitude to one of your staff at the front deck ,Mr.Jayrick for being so friendly,helpful,accomodating & most especially for the kind gesture for arranging a surprised complimentary birthday sweets for me.Greatly amazed! I will surely treasure every moments of staying at Pan Pacific.I am happy & proud to share my wonderful experience to my friends & colleagues! Once again thank you,more power & God bless!",5
Perfect spot for a weekend getaway with great service!,Amd,"My stay at Pan Pac was a comfortable and fuss-free experience! Even with the safe distancing measures in place, the wait to check-in did not take long, and we were attended to promptly. Our requests were also heard, and the front counter staff, Abhi was patient and extremely friendly! Also conveniently located next to Marina Square, access in and about was great! ",5
Anniversay Staycation,nurfarhanaesa97,We booked a balcony room and the view we had was amazing. We managed to utilize the balcony and also enjoyed everything in the room and hotel that was provided. Staff was very friendly and helpful. We would definitely love come and stay again. ,5
Letter of Appreciation,Joan M,"In behalf of my friend i would to thank Pan Pacific for the appreciation they give us during this time of pandemic. It give us more courage to face this difficult time to boost our self. My deepest thank’s to one of ur staff Mr. Jayrick for being accomodating, much appreciated.",5
Pacific Rimmed,Chrisddm,"Great Views, Great Room, Great service by the pacific club, and those cocktails really got me in a good high. will definitely come back again for the champagne breakfast... breakfast service was fast and mimosas were on point!!!",5
Noice,Abraham,"Service was excellent and the staff were attentive and friendly. The room was clean, spacious and had a great view both in the day and at night. Hotel is also close to other shopping centres and the MRT. Wish I was staying longer... but reality beckons.",5
Review,karensail,Lack of trash bins and housekeeping service didn’t appear until late afternoon when we were getting the kids ready for their nap. Had to wait outside sky room for 30min with a cranky child to wait for housekeeper to do her work. Didn’t refill the necessary items. I chose pan pac as I was gifted a stay as a healthcare worker. This is my third stay and it has disappointed me.,1
SEL,Alma F,"All staff are very accomodating specially Sel. We have a great time duting our stay. The room is very clean, ambiance is quiet and very relaxing. The aminities are great. We enjoy swimming and the pools are very clean.",5
Staycation,Abid,The room assigned to me in the start was very stuffy and would give me headache. The duty manager changed my room and the stay was much more pleasant. I got very impressed with Mr. Abel communication skills. He knows his job. Kudos to him.,5
Pan Pacific SG,Lovely Lyn,"Had a great stay.. Overall I'm satisfied w the services.. Convenient location for shopping..  Fm my check in till my check out everything was smooth.. Thanks to all the friendly staff.. TJ, Daniel, Uncle Abdul n Uncle Ismail.. I've forgotten some of their names so sorry.. U guys are 👍..",5
Mr& Mrs Chan,Catherine G,Excellent service given by Mr Khalili D cruz. He was very helpful and proactive.  I had a pleasant dining experiemce throughout. Very courteous service rendered. Thank you very much. Great hospitality!,5
Terrible Stay,Tourist-joe1981,"Hotel is clearly not ready to receive so many bookings during March School holidays so ending up a long queue for almost 2hours just to check in. Room was small and old, not much refreshment was given, internet connect was super bad.  Pool is super dirty, the pool walls and floor are slippery and slimy. Imagine the bacteria growth in the pool, simple no maintenance. No lifeguard around and with so many kids, its dangerous.  ",1
