Review title,Username,Review,Rating
Great food and service!,Kenny,The staffs (Kumar & Charisma) were extremely welcoming. The ambience was great with soothing jazz music in the background. Most importantly the food was amazing and my favorite was the beef cheek braised with red wine for 8hrs. Definitely will be back again.,5
Great Restauarnt week dinner made better with great service,Jon S,"Service staff were very attentive and friendly, definitley made the experience an alleviated one. Special mention to the 3 service staff Kumar, charisma and soon.   Love the beef cheek the best. Been to la brasserie a coupe of times always love the ambience and the view. Never fails to make the visit an enjoyable one.",5
Happy Hour @ Gin Parlour,Mark A,The view is amazing. The prices were reasonable too. Definitely a place to recommend when you need a cozy place for drinks while gazing on a gorgeous view of Marina Bay. The vantage view of Marina Bay is perfect from Fullerton Bay Hotel.,5
Great food,Khoon,"The food is delicious and ambience is fantastic. Request for a seat by the window for a great view. The server, Kumar, is humorous and friendly. Great service provided by him. I would recommend friends and family to give it a try.",5
Amazing food and service,tohxinhui,Went for the restaurant week. Do go for the prawn with pine nuts. Fish of the day and truffle soup are nicely done. View is nice obviously.  Service is good and prompt; restaurant’s personnel are attentive.,5
Dinner (restaurant week),HSANG,"Prawn starter was rich and flavourful. Can't go wrong with the mushroom with truffle soup. Beef and fish of the day (cod fish) were excellent. Being at Fullerton Bay Hotel, nice ambience is a given and service was attentive.",5
Very good,nsttsn,Both sweets and savouries were good and very very pretty. There was a good balance of both also. Service staff Daniel and Maria were attentive and friendly. Location was also great for relaxing with a great Definitely coming back again 👍,5
Birthday High Tea With Friends,Cloeclo,"Excellent services from the team at Landing Point, friendly -approachable and attentive! Thank you so much for being so cheery, made the dining experience extra welcoming! Food was refilled promptly and wide selection of tea.",5
Fantastic Afternoon Tea @ Landing Point,Chia Li,"Had a fantastic high tea here. Mari was really kind and got us a sofa seat the moment it wasavailable. Once the high tea set arrived Daniel offered to help us take a photo which was a pleasant surprised.  The food is good too, the staff went rounds helping us to replenish our food and drinks. Its definitely one of the best high tea in Singapore. Can't wait to be back to try the normal high tea set.",5
Amazing service by Kumar!,Mariah,"Kumar provided spectacular breakfast experience, one we shall never forget! Constantly ensuring that we had everything we need including chilli padi that goes well with the breakfast.   Indeed a 10/10 breakfast service at the Fullerton bay hotel mostly thanks to Kumar!   Would love to stay at Fullerton bay hotel again!",5
Excellent Dinner Date Night,Mandy Choo,"Excellent service by Lotha & Kumar for our dinner date! Lotha was polite and patient in elaborating on the food and drinks options. Kumar was energetic and chirpy throughout our dinner. The food was great, will highly recommend - escargots, onion soup, duck confit (this was so surprisingly delish, much better than the beef cheeks).  Had a pleasant evening with my partner. Great ambience, excellent service and beautiful view.",5
My first visit for dinner,Darren,Entrees were great... the main (i.e.: duck confit) was good and crispy...but it was slightly salty... overall experience was good and very enjoyable. Great service by Kumar and his team. Would recommend.,5
Anniversary dinner ,Sherman Kwang,"The food is fantastic. Very good service, especially one of the attendant (Kumar) was exceptionally helpful and humorous. Ambience was very good as well, cleanliness was tip top. Would recommend this place for sure. ",5
Dinner with an excellent service and view,Gregory Goh,"Truly amazing experience Highly recommend to anyone who want to have a flavour of France. The service was prompt and they even went down to the details of asking if we were having any special occasion. Special mentions to Kumar, who was so attentive to our needs and constantly checking the food was okay. Definitely will be back again",5
Excellent food and services,Hotchilli,We got to know the restaurant through restaurant week .  Glad we book and came . Food and services was excellent . Our server Kumar make us laugh and keep coming to check on us despite they are under staff.   Will definitely come back again.,5
The landing point high tea was great,Koh Yiwen,"Tried the landing point high tea with my friends for the first time. It's always fully booked on weekends, so would advise visiting on a weekday instead if you have the time to! Food was really good and the ambience was perfect for hanging out. Would like to thank Daniel, our server, as well for being super accommodating and friendly! Would definitely come back again.",5
Amazing Afternoon Tea,Kenny_Shoo,"The Landing Point's afternoon tea buffet is an amazing experience that I will definitely come back again. Opulent and extravagant, the food drinks and service is of top notch quality, especially Lotha whose hospitality is warm and welcoming. Will definitely come bacm again.",5
Friends birthday,Garie,"Amazing staff that create a fantastic experiences for my friend's birthday. The food was okay, savouries was okay but the sandwiches n court boulon tiger prawnn can be improved   Thank Lotha for the great service.",5
The Landing Point High Tea,Joseph A,"The food was superb and the service staff were friendly and attentive, especially Lotha who served us. Thank you very much.  Ambience in the restaurant was relaxing and suits the high tea mood. Enjoyed it very much",5
High Tea - Awesome experience!,Edwin Tan,"Pleasant environment for good food at a great price.  Staff are attentive, and knows how to cater the portions to your needs and likings, which is a plus point.  Special mention for Lotha, who tended to my group of friends! Friendly and attentive!",5
"Lovely service, well-prepared food",Philip N,"My wife and I had a staycation at Fullerton Bay Hotel, and decided to have dinner at La Brasserie. The food was very well “designed” - the Wagyu beef tartare was excellent, because the richness of the beef was balanced with the perfect amount of mustard, a mint mayonnaise, and given flair with caviar and shaved truffles. Definitely a must try. We also had the catch of the day, and the champignon and truffle soup; which were all great too. Our dessert was a dark chocolate “dome”, which was very rich and isn’t for the faint hearted. The real stars of the night were our servers, Mr Kumar and Ms Sunny. They were happy to accede to our requests (we shared the food, and they split the soup for us into 2 bowls), and were exceedingly friendly and helpful. It was a wonderful stay and…",5
Great service by Kumar and sunny,Shan T,Lovely food with a lovely view and even lovelier service! Enjoyed our dinner very much. Kumar was very warm and friendly and even split our soup portion into two for us although it was meant to be an order for one. Excellent!,5
compliments to our waiter :),chantal,"i had a brunch here at la brasserie and was served by Kumar. Kumar was really friendly, and was always ready to serve us and make us feel welcomed and comfortable with his funny jokes and friendly personality. he was very fast in helping us when we need a refill or when ordering food and provided us with a great experience all together. He had a cheerful personality when serving and was all in all a joy to have during our dining experience.",5
Drinks & View,Deborah L,TINC’s MUSIC IS THE BEST!!!!!!!!!!! LOGES MAKES THE BEST GIN AND TONIC!!!!! the bar has an amazing view and the staff are really nice. Can’t believe I found tinc even though I’ve never heard her dj. Everyone should come.,5
Restaurant Week Dinner Celebration,Brian Low,Had a wonder time at La Brasserie. The service staff Lotha is very attentive and friendly. The food is also splendid. We ate very full. Had the beef cheek. It’s so soft and tasty. Thank you very much. Will surely come back again.,5
Dinner feedback,Lawry Ong,La Brassiere - friendly service from Lotha who attended to us. Good selection from restaurant week. $68++ dinner with 4 course meal. The potage soup and escargo starters standout among the food. Worth trying it out.,4
Amazing ambience with excellent service,Freddy C,Had the restaurant week set at La Brassiere. Food was substantial and satisfying. Service was impeccable. A great thumbs up to our service Staff Lotha who was really attentive and cheerful despite the restaurant being full. Well deserving praise for Lotha!,5
Hi Tea in March,Sabrina,I was at The Landing for high tea with family and friends and was pleasantly surprised they are still celebrating IWD. Lotta is an excellent service staff who ensured we got our re-fills of hot tea and coffee promptly.,5
Beautiful room but......,Andrea44sg,"We stayed at Fullerton Bay hotel a few times and it has been great..... although not much amenities but we love the location and the service. This time round it was a disappointing experience. The jacuzzi room was fantastic.... beautiful view, check in counter staff were friendly and helpful. The head butler was very nice and helpful but it will be helpful to know he can assist us if we required. There is no spa facility, so we booked the service over at Fullerton hotel, it was shocking, it’s Friday so they said it’s weekend so no promotion package, wanted to sell us $800 package. We said no thank you, informed the staff at Fullerton Bay, they were very nice, got us wine and bubble bath, very nice gesture that we appreciated. After all not their fault at all. Wanted to book for…",3
Restaurant Week Dinner,Faith,It was a pleasant dining experience  Food was delicious and nicely plated. Service by Kumar was impeccable. He was attentive and humorous. Enjoyed the dining with a view. Would love to visit again! Recommended.,5
Amazing dessert!,Leila P,"Very good service and food (the fish of the day was perfectly cooked!). And the dessert (Inaya 68% chocolate dome) was truly amazing, it's been a long time I haven't had a dessert that delicious. Our waiter, Kumah, was very attentive and discreet at the same time. The surrounding, music and place is elegant and refined. We had a very pleasant evening. The bread and butter as appetiser are delicious too.",5
Amazing food and even better service.,Sabrina,One of the best dining experience we've ever had. We had the steak and lobster and it was great. Sunny made our visit very pleasant and was sweet to provide a special birthday treat for my partner. Will definitely be back.,5
Amazing Seafood!,Anjana B,"As a family we went for dinner on the 4th of March Wednesday. We had the most delicious Negroni, prawns and chorizo. The view from our table was beautiful. The staff was courteous and warm especially Idrus and Xing Rong who made the evening so special. Worth coming again. ",5
Wedding Anniversary Date,Djiegho88,"Excellent quality service from all staff Highly recommendable to everyone Courteous, super friendly & accomodating staffs Appreciate d complimentary anniversary cake very kind thoughts from Germa, Anna,Deo, Jag, Roy & Tinc... Keep up the good work Lantern Team, cheers!!",5
Great breezy evening,Sightseer145988,"Great service by Anna , we celebrated our wedding anniversary here . Nice breezy evening with good food and drinks.  The lobster roll and wagyu sliders were enjoyable .... and they were accompanied by a good bottle of red Coteaux Bourguignon ",5
Birthday,Marie Triau,"Thank you Anna for that fabulous moment and thank you to all the team! We had very touching attention because it was the birthday of my boyfriend. It was magnificent and the team was so lovely, I will definitely come back! Thank you!!!",5
Birthday,Valentin M,"I went to the Fullerton restaurant to dine with my girlfriend for my birthday and service was amazing, very kind and caring. The evening was full of excellent surprises! Not to mention the marvelous vue on the bay!  I recommend 100%!",5
Dinner at La Brasserie,Zhenzhong,"Excellent food and customer service! I had dinner here with my wife to celebrate our wedding anniversary. And upon knowing that, the staff just presented a free slice of yummy chocolate cake as a gift for us. Such sweet gesture!",5
The fullerton  bay hotel singapore,Sk,Truly awesome experience! ASENTH is so good at his job. Kudos team to team. Breakfast was one of the best i ever had. The food was fantastic. The hotel stay was wow. Such a beautiful view. Would truly come back again,5
Awesome Landing Point Experience High Tea,GlenJ,"This is my umpteen time eating here. Never once disappointed with the services. As usual, the Fullerton Bay team went the extra mile for us.  As it was our graduatuon, they even took a picture for us and had it printed out!  Cheers!",5
Delectable and Exquisite,Kohjb,"Visited La Brasserie during Singapore Restaurant week. The menu had a good selection for the 3 course set lunch. I tried the Confit De Canard which was one of the best and a signature dish. The skin was extremely crispy with the duck cooked to perfection with no hint of gaminess.  Including desert, and coffee or tea for $48, it was certainly a very enjoyable and a certainly repeatable experience.",5
Lunch at La Brasserie ,Patrick C,"Fantastic service with great food. Ambience is wonderful. Our waiter, Kumar, was excellent and very friendly.  The restaurant provided a lovely slice of cake complimentary of the restaurant.  Enjoyed the whole lunch experience and will certainly be back again.",5
Tea time at The Landing Point,Bryna T,"Had afternoon tea at The Landing Point on a Saturday afternoon - it was a great experience! The service was great, albeit the crowd, and the staff were attentive and polite. Even small details like photo-taking (which was so common with the beautiful view) was taken into consideration by the staff, which made the experience all the more wonderful :) Highly recommend !",5
Anniversary celebration ,Millie,"We had our wedding anniversary and we were so happy with the service and environment here! Nice view and nice staff! Kumae / Charisma are on duty tonight, they are very nice and polite and also very funny! We are comfortable to talk with them and happy to share with them we are having our anniversary dinner here:) Very great night here :))",5
Review,gregory,"Food and service are excellent ,  we have ordered the set dinners and some tasting wines, in which the food are delivered in a proper manner, the environment was quiet and myself and my wife had had a good time. the staffs are Kumae and Charisma.",5
La Brasserie,Lau,"Perfect place for dinner with friends, friendly staff and good food. Love the bread, butter and rillette. Had the classic steak with fries accompanied with 3 sauces which was perfect medium.  Kindly taken care by Idrus.",5
Dinner,Marie700,"We had dinner on a Sunday. Although no booking made upfront, we were lucky to get a seat. Very nice ambience, good food and excellent service by Mr Idrus.  The menu is typical brasserie style, I would definitely come back.",5
Lovely staycation,Gilles Collong,"We spent two nights at the Fullerton Bay Hotel and had a lovely time. Our bay view room was quiet and comfortable with a great view of MBS. We were well looked after by the staff. Food was very nice and the service was friendly and professional. However it seemed that the very hard working staff were very busy all the time. We felt that with the amount of people at breakfast and afternoon tea (which was fabulous), a few more staff would have made it easier - for the working staff as well as the customers.",5
Landing Point Afternoon Tea,Ely S,"Went for afternoon tea with my sister and infant daughter. We enjoyed the attentive service by Lotha and Emma. They were both attentive and very helpful assisting with my daughter and also throughout the entire session, frequently checking in on us. Tea and savouries were topped up well. Desserts were topped up upon request. The doorman whose name I didn't catch was also really helpful with the door, stroller and taxi situation we had. Pleasant experience throughout.",4
Bday Staycation,Ms R,Avail the International Women's Day at The Landing Point Restaurant at Fullerton Bay on 11 March 2021.  Last minute request for window sit was accommodated. A surprised Bday cake was served. Staff Lotha  and Charisma was very attentive to the needs of the costumers. Excellent costumer service. The view of the Marina Bay is spectacular. Highly recommended 👍⭐️,5
Great meal,Cindy,Duck confit was fantastic - must try. Beef cheeks was very tender too but paled in comparison to the flavourful duck confit. Another must try is the prawn and chorizo. Highly recommend this place as date night.,5
Excellent service,Stefanie C,"Good atmosphere and excellent service and hospitality. First time to La Brasserie, very well taken care by Kumar and Hanie. The restaurant is also child friendly, my little child has been taken care of by the team.",5
Dinner at La Brasserie,Journey229918,"Thanks to Idrus for serving a great dinner on a special day! The sea bass, satay and chicken rice was excellent. The ambience was good and private. This hotel also is a beautiful lobby. Had a wonderful evening.",5
"Nice ambience, friendly waiter",Calvin N,Good food. Nice presentation and taste. The tooth fish is unique that matches the blend of wild mushrooms. 🐙 Is tender.... And yummy. Well decorated.   Idros is friendly and make our sharing serving easy.,4
Restaurant Week Singapore,Tanlisheng,"Restaurant week 4 course dinner. Excellent fish of the day (halibut) and beef cheek was good too.   Starters (prawn with chorizo, half dozen escargots) and onion soup both tasty; desserts (creme brûlée and semi-deconstructed apple tart) perhaps the weak link in the range of offerings.  Servers Kumar and Hanie were both professional and warm - good recommendations from Kumar on the menu for the evening.",4
Fullerton Bay hotel,Russell,Asenth was very helpful. Alert and knows what to do at the right time. He knew I was was driving and from far he knew it was me and went in to get my wife to come out.   Automatically took my page and put it in the car without hesitation.,5
Nice environment and food,jt,"Had a  enjoyable lunch with friends here. The environment is super nice, spacious and quiet. Expecially like the desert 68% choc dome.  The service is attentive and friendly. Highly recommended to check out this place.",5
Nice food and nice environment,melty2016,"Very good place to chill out. I like the truffle fries and the soup. One thing can be improved is the air-conditioned can be stronger, I felt a little bit warm in the room. I will definitely come again soon.",5
Wonderful ambiance and service with a smile,Bharti,"This is my third visit to the Gin Parlour at The Fullerton Bay Hotel and I have to say the service gets better each time.  Asel and her colleague were very attentive, friendly and always there when you needed them.  There was always a smile from them both.  The view of MBS is amazing, with a cool breeze coming through and great music tunes!  Thank you for your impeccable service and also the great deals on your  happy hour drink promotions.  I would recommend everyone to chill and relax with a gin and enjoy the views.",5
Good and friendly service from Asel,Karen C,"Asel is very attentive to us and make sure we get our orders right. She is always serving with a smile. With the nice ambience and nice music, it creates a romantic atmosphere. Great place for couples and hangout with friends. Will definitely be back to Clifford Pier. ",5
Enjoyable birthday dinner,Julia C,"Enjoyed the 3-course meal with catch of the day/halibut  as main course. Nice restaurant vibes with high ceiling space, classy ambience. Kumar was attending to us and was very friendly and efficient in service. Recommended!",5
Excellent service,Hui Ren,We came here for a birthday celebration and we were served by Mr Kumar and he served us well. The food was prepared well and we enjoyed our time here. Atmosphere was chill and the whole ambiance is cosy.,5
Anniversary dinner,jayx,"Well attended to by Kumar. Kitchen was very thoughtful in preparation of our food, pre-divides dishes that we ordered for sharing.   Also took a separate seat for my flowers and placed them nicely. Offered to help us take a photo which was really sweet of him. Ensured our glasses were always filled, and food came promptly.   Def worth a return trip again!",5
Anniversary Dinner,Barry tan,"Food and ambience were excellent, the restaurant was prompt with their service and attentive to our needs.  Kumar hosted us well, provided excellent and personalised service. He had good initiative to portion the courses and pace the meal for us.  Barry",5
Fabulous hotel stay,Strabo,"Loved our stay at the hotel. Doormen were welcoming and friendly. Check-in process was smooth. Shout out to Julian who really exceeded our expectations with his top notch service and attention to detail at the front desk. As we were celebrating our anniversary, lovely touch from the hotel to welcome us with teddy bears and a balloon on our bed and a personal note from the GM. Our Bay View Room was spacious and had a spectacular view of the bay. I could just sit at the little balcony in the evening for hours, taking in the view and the beautiful night lights, with the water having a very calming effect, Decor was on point and comfortably appointed. There was complimentary Nespresso pods & a good selection of TWG teas. We had drinks at the Gin Parlour. Again superb service here by…",5
Hi Tea with landing point,Wen L,"My first time here. Was very impress with Daniel & Maria service , I came with my 7month baby and a friend.  Needed a space that is good for my pram and baby, they helped all the way to make sure we are comfortable. Also food here was superb. Definitely coming back again 👍👍👍👍 Keep it up on the service and great smile Daniel and Maria",5
Hi-Tea with The Landing Point,Xueting R,"Food is tasty and service is great ! Specially thanks to Daniel and Maria for the friendly and superb service provided 🙏🏻 Environment is nice and we had enjoy our food and time here , will visit again 👍🏻",5
Afternoon tea for international women's day,Ira,Service was impeccable. Excellent and worth the trip to visit after work. Seats are comfortable and staff are friendly and approachable. Especially enjoyed the hard work of Daniel who served us professionally and excellently.  Would definitely come again.,5
Happy birthday to me!,Fann Lee,"The service is good, didn't expect a photo printout of our photo. Enjoyable bday spent with my love! Awesome scenery, great ambience. Food is fine too, friendly staff and customers and nice music, cheers!",5
Great dinner,Peboo,"Service was excellent rendered by Alan. He is very attentive, and was friendly kept coming to check on us and the food. We love the ambiance of the restaurant and the dinner, we will definitely be back again.",5
Everything was amazing!,Khairani Ng,"I am in awe with everything! The food, the service & the atmosphere was prefect! The savouries are refillable as well as the coffee & tea! They also gave a card with our picture for memories Couldn’t ask for more! Will definitely come again!",5
International Women’s Day Purple Afternoon tea,Alicia,Scenic and beautiful place for an afternoon high tea. The scones are highly recommended. Attentive staff and  good service. Kumar is friendly and is especially attentive. He take the initiative to take photo for us and will check on us,5
Faboulous High Tea at The Landing Point,Pam,"Had a fabulous time at The Landing Point! Service was excellent, food was great too (was pleasantly surprised to find out that savouries and pastries were refillable), and of course, the view of Marina Bay didn’t disappoint. Will definitely come back here for high tea with friends.",5
Purple Hightea,Rouwen,"It a scenic place with good ambiance, very suitable place to hangout with friends. I highly recommend the scones here. The staff are very attentive especially Kumar. He took a lot of initiative to check on us, helping us to take photos.",5
Excellent Fine Dining and Service,Pat,"We had a delightful time dining at La Brasserie for my birthday! We were initially enticed to try them out by the mix of delectable French cuisine and top quality wine featured on their website - and they did not disappoint! In fact, I might go as far as to say that the pictures on the website don’t do their food or the elegance of the restaurant enough justice. Our food was delicious from start to finish, emphasising traditional French dishes - such as escargot, onion soup and Confit de Canard, which we couldn’t get enough of. If you are as much a soup addict as I am, I highly recommend trying both the traditional onion and the champignon and truffle. They satisfy the palate with enough flavour to excite and not too much to drown. By the end of the second dish, I was already…",5
A Happy Wedding Anniversary! ,Shan1331,Thank you A Brasserie for the awesome night! Appreciate Alan who serviced our table that evening. Thank you for such great hospitality to make this evening an extra special one!  Our heartfelt thanks for your recommendation on the food as well.  We are truly happy!   ,5
The Lantern of our night,Zav,"Breathtaking nightview of the Marina waterfront. Service was impeccable, kudos to Zool, Anna, Germa, Jae and Roy. It was the right choice to celebrate my girlfriend’s birthday here. They even gave us a nice postcard as memento.",5
Great brunch spot for a special occasion!,Ashleigh,"Highly recommend La Brasserie for a special occasion brunch.  We came as a bunch of girlfriends, some of which are vegetarian and vegan - some additional options for these categories would have been appreciated.   Fantastic service, food, drinks.   There is so much food so remember to save space for dessert and coffee and tea!  HIGHLY recommend the service from Kumar, he was attentive, fun and professional - we’ll be back!",5
Amazing service - thank you Kumar!,Ursula v,Came here for Sunday brunch and Kumar was an amazing host - highly recommend coming here for the great service and chat!  Would be great to see some fresh seafood (it was all frozen) and vegan options to accomodate people    ,5
Amazing service,Samantha K,"Kumar was the highlight of the free flow brunch, he was attentive and could answer all of our questions. I loved the food but it would have been better to have more vegan options to cater for all needs. I will definitely return!",5
The landing point afternoon tea,Hayley L,"The food is amazing and service is excellent. Plus you get unlimited savories, scones and tea/coffee. I will definitely come back next time. Would have been even better if the sweets are refillable too:)",5
Awesome service by the team esp Mr. Kumar,Kedora L,"We celebrated our 6th anniversary at the La brasserie  and was attended by Mr. Kumar. Throughout our dinner, he has been very attentive, ensuring that the dishes are well served and our dining needs are met. Very service oriented and friendly staff. Merci beaucoup!",5
Great food and service!,lovebackpack,"Went to their restaurant: La bassiereTried the duck main course. The skin is crunchy, meat is really tender! Totally out of my expectation! Service is great as well. Escargots for entre, meat is tender as well! Sauce wise..soso for me..but the garlic bread that came with it is super nice! Will definitely come again!",5
Noice,Chin,"As the title says, what more can you ask for? Great food, excellent ambiance, superb services. Our orders -  escargot, to die for lobsters and duck, delicious  Dessert are exceptionally sweet (not for those who doesn’t really like sweet stuffs though)",5
Birthday celebration,Zach L,"Had a wonderful dinner with Missus here. Service was attentive but not intrusive. Kumar, our server, was very thoughtful and we enjoyed his service a lot. The food was of the quality expected of for such a location. The Maine lobster and Hokkaido scallops entree was unexpectedly good. Good that they serve tap water for free. Love dining privileges apply so bring a date!",5
Birthday celebration,Nuadiver,Very personable service by server Kumar. Pleasant ambience with great views of the bay. Food was good too especially the lobster and hokkaido scallop entree. We ordered a soup. The soup was served in 2 portions for us.,5
High Tea @ The Landing Point,sytoppie,Celebrate my bestfriend’s hens party @ The Landing Point. Have to give credits to Maria and Daniel who was very attentive during our high tea session! They were very friendly and were quick to refill our food and drinks! I’ve also liaise with Maria before the high tea session and she was accommodating to allow us to decorate the area for this special event! Kudos to the team for making this special day a success! ,5
Thank you Germa!,Kevin,"Truely amazing experience! The team at The Lantern led by Germa made our stay at The Fullerton Bay Hotel a memorable experience. From the moment you arrive to the spectacular view across the pool on level 7, Germa, Zool and Loges were very welcoming and attentive. Having stayed at many hotels around the world, I must say this is one of the best!  The quality of both the hotel and the service is amazing. We will certainly be back to enjoy the experience again.",5
Wonderful night,Chong Ling T,We had our anniversary dinner at the Lantern and had a wonderful night. The food was great but their signature lobster roll was sold out again. Nice ambience and friendly staff so we will be back soon.,5
Nice dinner with warm reception ,CarolT_SG,"Our family decided to book out family dinner under the Restaurant Week special menu at La Brasserie, to celebrate our kids’ birthdays in March. The food was excellent, and the service from Kumar and Alan made the evening even better. They were attentive, warm and friendly and Kumar chatted and joked with us throughout the meal. We had a good time at the restaurant. Thank you for the great meal and nice company.",5
La Brasserie more like oh yes siree,Joel S,To say the food was excellent would be an understatement. Some top of the line ingredients were definitely carefully picked to bring out the full flavors of each meat and vegetable presented.  This was also tastefully accompanied by the wonderful service of ida and idrus who were nothing short of welcoming hosts. Highly recommend to anyone who wants great food and even better service :) ,5
A wonderful Fri night!,JoS,An amazing night with great food: confit de canard and filet de loup en papillote to die for! Creme brulee and mousse - woots!   What's even better is the service - Ida and Idrus were very attentive! Thanks for the experience ;),5
"Good Service, Good Ambient, Good Food",Aileen Ooi,"Went during Restaurant Week, you would think their service or food quality would drop as you are technically not paying their usual price, but I’m beyond words when I see how friendly the staff are (constantly checking if the food is good), and they even took a step further by printing out a photo that they had taken of my boyfriend and I, as a souvenir. Would recommend everyone to go and give it a shot!",5
Anniversary Celebration,Esmond T,"Had a really nice and wonderful dinner at La Brasserie for an anniversary celebration. The portion was huge and the food was top notch. The waiters, Kumar and Alan, definitely went beyond and even printed out a photo as a momento.   Thanks for the wonderful dinner!",5
"Stay at Fullerton Bay HotelDinner at la brasserie",Sandy,"Greated by the cute ship captain bear on the bed, thanks for the special arrangement by Vanessa, Julian.   Great service and food!!! Esp the maine lobster and hokkaido scallop! Mind blowing fresh and good :) Service by Kumar and Cristina were great! Super attentive :)  Last but not least, Mr Asenth gave us one of the best ""smiles"" (although cant see thru the mask) whenever we exit and enter the hotel... he is really a gem.  Thanks Fullerton Bay team for the wonderful staycation",5
Visit,Augustine,"Wonderful service good food highly recommended  our waiter kumar is very attentive and helpful. The Ribeye was good and very well seasoned vegetables tasty and cooked well, my favorite of all us the creme brulet cooked to perfection",5
Anniversary lunch,Jonathan,"Nice food, had the biggest steak medium rare and it was cooked just right. Also had and great service from our waiter Kumar.  Recommended for quiet business or couple lunches and the kids menu is large portion sizes too👍",5
Honeymoon trip - Bayview Room,Habib,"Amazing service, view and ambience. The room was huge and the ambience was amazing. I would recommend this hotel for your staycation. 10/10 would come back again for our anniversary. Thank you Fullerton crew for everything.",5
Excellent Service,Xien Tan,"I received a call from Vanessa and I was surprise that the room is ready and I can check in early. check in was very smooth, room is clean and all the staff are approachable. We really enjoy our anniversary stay and I was amaze that Vanessa arrange a cute teddy bear with balloon for souvenir! kuddos to the team!",5
Mrs,Mich,Enjoyed the High tea today very much and the service especially the service given by Idrus who was very helpful and even Lotha who took an extra step in bringing a cake to celebrate my friends 50th birthday,5
Anniversary dinner,John Tan,Food was great and well prep Enjoyed the dinner from start till end Kumar did a fantastic job in serving and recommendations. Would definitely come back again  Price was reasonable and dessert are fantastic P,5
High tea at The Landing Point,Carol H,"Good food, great service and happy women’s day to all ladies! Nice ambiance with many good spots for photo taking.  Special thanks to Idrus and Lotha for being so attentive and taking care of us the whole afternoon!",5
I said yes!,Palak,"Ok so this was unplanned for me but not for my special half :) He wanted to propose to me and decided on Lantern as the venue. And that’s it!  He popped the ring and the question to me with MBS, Fullerton Bay and the beautiful CBD and the lights in the background.   Loges, the staff at Lantern made sure that our evening was special :) He took lovely pics of us and popped a champagne for us and our family (they were invited too! Obv I wasn’t aware about it)   He ended our dinner with a lovely cake and took a pic of ours... well another pic? Yes indeed! He had it all printed out and put in a lovely card! What a beautiful memoir for us ♥️  Thank you Loges and thank you team of Lantern: Loges, Deo, Zool,Anna, Germa, Roy   Thanks for making our day special :)   Yes... I said yes!",5
Great location and great service,mightythings,A great night to celebrate our wedding anniversary. Loges and the Lantern team really went the extra mile to  make it a very special evening in a great location. We were really spoiled by Loges with small but meaningful gestures to mark our milestone. Thanks!,5
A wonderful time,Yuva,Awesome team and support from them! They went the extra mile! 5 stars and highly amazing time we had! Thank you! They have done beyond what they are expected. Will definitely come back and recommend Ppl,5
Best French Restaurant so Far ❤️,January,"I had a blast with my girlfriends with the best ambiance, great food and just the superb service by everyone specially Kumar! I love our photos as well! I will definitely come back and i will recommend to my friends 😍⭐️",5
Fantastic dinner,Kdv,"Good food! Great service. Shout out to Kumar who delivered fantastic service.   The place is very nice too, we love. It's quiet with very good view of the river❤️❤️❤️❤️  Highly recommended! ❤️❤️❤️❤️ Try the beef cheek🙌",5
yay! - BFF wish granted,Tong,"I enjoyed all the food and the service was fantastic! Thank your Mr Kumar, you are not only aware of my filipino culture you are also very attentive to how we can fully enjoy our experience here. Thank you again!",5
Visit to gin palour,Robin,"Mano, Anthony and Benson Excellent service.....manager is very very professional and bartender is performing really well. Drinks is awesome...will definitely recommend to others... more than 5 star service👍👍",5
Gin parlour,Tom cruise,"The service crew was fantastic with superb service. They are very attentive and proactive. I got my orders really quickly. Good job Anthony, Benson and Mano. I would definitely recommend my friends here.",5
Drink,Kenneth,Great service from mano  Anthony and  benson!!!  Staff was welcoming on arrival and service was pretty good. Would highly recommend to come for a chill and splendid time with friend and family during this time when covid led to many difficulties in meeting up!,5
feedback,valerie,"good service from mano , anthony and benson! super friendly and nice!! great view nice food !!! awesome and unique drinks made from anthony and they constantly came back to check if we needed anything!!",5
Afternoon tea at The Landing Point,Alysha Sofea,"Really great service ! Really nice ambience too :) Enjoyed the small bites ( savouries and scones are replenishible )  Take not that tea ends at 5.30pm with last order at 5pm, eventhough we arrived at 4.11pm with no reservations, staff were very welcoming :)",5
👍🏻👍🏻👍🏻,Caen,"Staff are so accommodating and knowledgeable, food is good and they happily made changes for us, thank you to all the staff as well as thanks to Kumar our server for the lovely service. would definitely recommend and come back again",5
My Birthday Weekend ,KEITHLOH222,"This is so far the best genuine hospitality services in Singapore that I felt after staying in many luxury hotels around the world and in comparison with hotels in Singapore.  I have always wanted to stay here but over the 15 years in never did and I am glad it is an eye opening !! The hotel , the staff , the services , the view , the food !!! Only to be describe as “it feels like home “  Suhana from La braserie was absolutely world class !! Together with the team  Ummar - Leah or Ria hopefully i spell it right ...  Olivia ... has made my stay better than my 40th birthday !! The doorman the aunties and uncles by the pool side !!! I just adore their kindness !!!  Every where I go I was greeted by my family name !! Full of respect !! Continue your well done professionalism with a…",5
Wonderful food and service at the La Brasserie ,Jacqueline,"Celebrated my birthday at the La Brasserie at Fullerton Bay Hotel and the service was impeccable and food was wonderful!  Service staff Charisma, Leah, Alan were very friendly and attentive to detail and our requests throughout the dining experience. The food was authentic French cuisine and portions were very generous for a fine dining restaurant. Definitely recommend this restaurant!",5
